                                   Instance                                    |                                   Scp2804s@1                                   |                                     aecp@1                                     |                                     aoa@0                                      |                                    baron@0                                     |                                    dicopt@1                                    |                                     sbb@1                                      |
smallinvDAXr3b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    0.06        0  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    1.19       --  |normal      1.567194e+02   -0.07  1.567194e+02    0.07   0.00    0.27       --  |normal      1.565912e+02    0.01  1.566452e+02    0.03   0.03    0.57       13  |normal      1.566245e+02   -0.01  1.566245e+02    0.01   0.00   11.97       --  |normal      1.565983e+02    0.00  1.567268e+02    0.08   0.08    0.36      175  |
smallinvDAXr4b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.06        0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.77       --  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.15       --  |normal      3.983991e-01    0.10  3.987975e-01    0.00   0.10    1.04       29  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    3.77       --  |normal      3.984263e-01    0.09  3.987975e-01    0.00   0.09    0.34      156  |
smallinvDAXr4b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.06        0  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.61       --  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.17       --  |normal      1.569958e+00    0.10  1.571528e+00    0.00   0.10    1.70       65  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   17.11       --  |normal      1.570527e+00    0.06  1.571528e+00    0.00   0.06    0.23       67  |
smallinvDAXr4b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.799414e+00   -0.02  9.799414e+00    0.02   0.00    0.06        0  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    1.00       --  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.23       --  |normal      9.791432e+00    0.06  9.801224e+00    0.04   0.10    3.36      173  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   13.50       --  |normal      9.794373e+00    0.03  9.801224e+00    0.04   0.07    0.33      152  |
smallinvDAXr4b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.917348e+01   -0.03  3.917348e+01    0.03   0.00    0.08        0  |normal      3.916214e+01    0.00  3.916214e+01    0.00   0.00    1.24       --  |normal      3.917103e+01   -0.02  3.917103e+01    0.02   0.00    0.27       --  |normal      3.914824e+01    0.04  3.918506e+01    0.06   0.09    0.78        8  |normal      3.917651e+01   -0.04  3.917651e+01    0.04   0.00   41.55       --  |normal      3.915470e+01    0.02  3.917348e+01    0.03   0.05    0.32      140  |
smallinvDAXr4b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.815751e+01   -0.06  8.815751e+01    0.06   0.00    0.05        0  |normal      8.810493e+01    0.00  8.810493e+01    0.00   0.00    2.35       --  |normal      8.813778e+01   -0.04  8.813778e+01    0.04   0.00    0.31       --  |normal      8.808250e+01    0.03  8.813741e+01    0.04   0.06    0.64       10  |normal      8.811635e+01   -0.01  8.811635e+01    0.01   0.00   12.57       --  |normal      8.809268e+01    0.01  8.817051e+01    0.07   0.09    0.65      417  |
smallinvDAXr4b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    0.06        0  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    1.17       --  |normal      1.567084e+02   -0.07  1.567084e+02    0.07   0.00    0.27       --  |normal      1.565912e+02    0.01  1.566452e+02    0.03   0.03    0.60       13  |normal      1.566655e+02   -0.04  1.566655e+02    0.04   0.00   11.43       --  |normal      1.565983e+02    0.00  1.567268e+02    0.08   0.08    0.39      175  |
smallinvDAXr5b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.07        0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.77       --  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.19       --  |normal      3.983991e-01    0.10  3.987975e-01    0.00   0.10    1.06       29  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    3.99       --  |normal      3.984263e-01    0.09  3.987975e-01    0.00   0.09    0.34      156  |
smallinvDAXr5b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.07        0  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.53       --  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.24       --  |normal      1.569958e+00    0.10  1.571528e+00    0.00   0.10    1.77       67  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   19.15       --  |normal      1.570527e+00    0.06  1.571528e+00    0.00   0.06    0.23       67  |
smallinvDAXr5b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.799414e+00   -0.02  9.799414e+00    0.02   0.00    0.07        0  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.88       --  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.27       --  |normal      9.791432e+00    0.06  9.801224e+00    0.04   0.10    3.57      193  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   11.98       --  |normal      9.794373e+00    0.03  9.801224e+00    0.04   0.07    0.33      152  |
smallinvDAXr5b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.917348e+01   -0.03  3.917348e+01    0.03   0.00    0.08        0  |normal      3.916214e+01    0.00  3.916214e+01    0.00   0.00    1.21       --  |normal      3.916791e+01   -0.01  3.916791e+01    0.01   0.00    0.26       --  |normal      3.914824e+01    0.04  3.918506e+01    0.06   0.09    0.88        8  |normal      3.917651e+01   -0.04  3.917651e+01    0.04   0.00   35.33       --  |normal      3.915470e+01    0.02  3.917348e+01    0.03   0.05    0.32      140  |
smallinvDAXr5b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.815751e+01   -0.06  8.815751e+01    0.06   0.00    0.06        0  |normal      8.810493e+01    0.00  8.810493e+01    0.00   0.00    2.32       --  |normal      8.812968e+01   -0.03  8.812968e+01    0.03   0.00    0.35       --  |normal      8.808250e+01    0.03  8.813741e+01    0.04   0.06    0.65       10  |normal      8.811635e+01   -0.01  8.811635e+01    0.01   0.00   12.77       --  |normal      8.809268e+01    0.01  8.817051e+01    0.07   0.09    0.64      417  |
smallinvDAXr5b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    0.06        0  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    1.12       --  |normal      1.566846e+02   -0.05  1.566846e+02    0.05   0.00    0.23       --  |normal      1.565912e+02    0.01  1.566452e+02    0.03   0.03    0.58       13  |normal      1.566245e+02   -0.01  1.566245e+02    0.01   0.00    8.69       --  |normal      1.565983e+02    0.00  1.567268e+02    0.08   0.08    0.36      175  |
squfl010-025                 260    10    275 min  2.141110e+02  2.141110e+02  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00    0.09        0  |timelim     9.359820e+00   Large  2.267272e+02    5.89  Large  900.36       --  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00    0.77       --  |normal      2.138971e+02    0.10  2.141110e+02   -0.00   0.10    1.05      366  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00   19.96       --  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00    0.83      151  |
squfl010-040                 410    10    440 min  2.405985e+02  2.405985e+02  |normal      2.405985e+02    0.00  2.405985e+02   -0.00   0.00    0.12        0  |timelim     8.082632e+01  197.67  2.405985e+02   -0.00 197.67  900.02       --  |normal      2.405985e+02    0.00  2.405985e+02   -0.00   0.00    1.77       --  |normal      2.403582e+02    0.10  2.405985e+02   -0.00   0.10    1.54      359  |normal      2.405985e+02    0.00  2.405985e+02   -0.00   0.00   51.45       --  |normal      2.404328e+02    0.07  2.405985e+02   -0.00   0.07    1.69      114  |
squfl010-080                 810    10    880 min  5.097060e+02  5.097060e+02  |normal      5.097060e+02    0.00  5.097060e+02   -0.00   0.00    0.25        0  |timelim     1.144077e+02  345.52  5.097060e+02   -0.00 345.52  902.06       --  |normal      5.097060e+02    0.00  5.097060e+02   -0.00   0.00   12.48       --  |normal      5.091968e+02    0.10  5.097060e+02   -0.00   0.10    5.01      513  |timelim     5.080305e+02    0.33  5.097060e+02   -0.00   0.33  900.06       --  |normal      5.093969e+02    0.06  5.097060e+02   -0.00   0.06   22.70      405  |
squfl015-060                 915    15    960 min  3.666218e+02  3.666218e+02  |normal      3.666218e+02   -0.00  3.666218e+02    0.00   0.00    0.69        0  |timelim     2.340378e+01   Large  3.755909e+02    2.45  Large  901.18       --  |normal      3.666218e+02   -0.00  3.666218e+02    0.00   0.00   61.47       --  |normal      3.662556e+02    0.10  3.666218e+02    0.00   0.10   25.04     2550  |timelim     3.037201e+02   20.71  3.666218e+02    0.00  20.71  900.03       --  |normal      3.663025e+02    0.09  3.666218e+02    0.00   0.09   67.99     1936  |
squfl015-080                1215    15   1280 min  4.024885e+02  4.024885e+02  |normal      4.024885e+02    0.00  4.024885e+02   -0.00   0.00    1.00        0  |timelim    -3.793856e+01     inf  4.024885e+02   -0.00    inf  902.06       --  |normal      4.024885e+02    0.00  4.024885e+02   -0.00   0.00  443.80       --  |normal      4.020864e+02    0.10  4.024885e+02   -0.00   0.10   34.14       53  |timelim     2.734757e+02   47.18  4.384712e+02    8.94  60.33  900.03       --  |normal      4.021410e+02    0.09  4.024885e+02   -0.00   0.09  202.22     3202  |
squfl020-040                 820    20    840 min  2.092549e+02  2.092549e+02  |normal      2.092549e+02    0.00  2.092549e+02   -0.00   0.00    0.51        0  |timelim    -4.775975e+01     inf  2.092549e+02   -0.00    inf  901.15       --  |normal      2.092549e+02    0.00  2.092549e+02   -0.00   0.00   34.26       --  |normal      2.090458e+02    0.10  2.092549e+02   -0.00   0.10   20.98     2504  |timelim     1.880087e+02   11.30  2.092549e+02   -0.00  11.30  900.02       --  |normal      2.091034e+02    0.07  2.092549e+02   -0.00   0.07   18.30      751  |
squfl020-050                1020    20   1050 min  2.302021e+02  2.302021e+02  |normal      2.302021e+02   -0.00  2.302021e+02    0.00   0.00    0.87        0  |timelim    -9.185666e+01     inf  2.302021e+02    0.00    inf  902.04       --  |normal      2.302021e+02   -0.00  2.302021e+02    0.00   0.00  460.65       --  |normal      2.299722e+02    0.10  2.302021e+02    0.00   0.10   19.48       53  |timelim     1.558917e+02   47.67  2.473589e+02    7.45  58.67  900.03       --  |normal      2.299722e+02    0.10  2.302021e+02    0.00   0.10  188.11     3701  |
squfl020-150                3020    20   3150 min  5.578487e+02  5.578487e+02  |normal      5.578486e+02    0.00  5.578486e+02   -0.00   0.00   15.66        0  |timelim    -4.339755e+02     inf  5.620691e+02    0.76    inf  902.33       --  |normal               inf     inf           inf     inf   0.00    0.52       -- !|normal      5.572914e+02    0.10  5.578486e+02   -0.00   0.10  192.85       97  |timelim     2.439290e+02  128.69  6.733859e+02   20.71 176.06  900.04       --  |timelim     4.592074e+02   21.48  5.810489e+02    4.16  26.53  902.05     5652  |
squfl025-025                 650    25    650 min  1.688073e+02  1.688073e+02  |normal      1.688072e+02    0.00  1.688072e+02   -0.00   0.00    0.59        0  |timelim    -2.360993e+01     inf  1.688072e+02   -0.00    inf  901.33       --  |normal      1.688072e+02    0.00  1.688072e+02   -0.00   0.00   35.43       --  |normal      1.686386e+02    0.10  1.688072e+02   -0.00   0.10   29.21     5216  |timelim     1.454740e+02   16.04  1.703824e+02    0.93  17.12  900.02       --  |normal      1.686767e+02    0.08  1.688072e+02   -0.00   0.08   17.28     1817  |
squfl025-030                 775    25    780 min  2.055017e+02  2.055017e+02  |normal      2.055017e+02    0.00  2.055017e+02   -0.00   0.00    0.70        0  |timelim    -7.855224e+01     inf  2.055017e+02   -0.00    inf  902.03       --  |normal      2.055017e+02    0.00  2.055017e+02   -0.00   0.00   39.49       --  |normal      2.052964e+02    0.10  2.055017e+02   -0.00   0.10   42.48     6324  |timelim     1.730131e+02   18.78  2.055017e+02   -0.00  18.78  900.02       --  |normal      2.053079e+02    0.09  2.055017e+02   -0.00   0.09   28.44     2461  |
squfl025-040                1025    25   1040 min  1.973339e+02  1.973339e+02  |normal      1.973339e+02   -0.00  1.973339e+02    0.00   0.00    2.19        0  |timelim    -1.368356e+02     inf  2.093319e+02    6.08    inf  902.04       --  |timelim     1.399618e+02   40.99  1.973339e+02    0.00  40.99  921.11       --  |normal      1.971367e+02    0.10  1.973339e+02    0.00   0.10   46.20      231  |timelim     1.145134e+02   72.32  2.038186e+02    3.29  77.99  900.02       --  |normal      1.971382e+02    0.10  1.973339e+02    0.00   0.10  340.30     9654  |
squfl030-100                3030    30   3100 min  3.599787e+02  3.630938e+02  |normal      3.630938e+02      --  3.630938e+02      --   0.00   78.88        0  |timelim    -4.894211e+02      --  5.625029e+02      --    inf  900.16       --  |normal               inf      --           inf      --   0.00    0.37       -- !|normal      3.627311e+02      --  3.630938e+02      --   0.10  252.37      105  |timelim     1.386679e+02      --  4.702878e+02      -- 239.15  900.04       --  |timelim     2.683696e+02      --  4.141127e+02      --  54.31  902.97     7619  |
squfl030-150                4530    30   4650 min  3.892509e+02  4.305766e+02  |normal      4.305766e+02      --  4.305766e+02      --   0.00  177.94        0  |timelim    -7.771446e+02      --  6.001415e+02      --    inf  902.06       --  |timelim     1.846360e+02      --  4.540571e+02      -- 145.92  922.16       --  |timelim     3.974117e+02      --  4.318252e+02      --   8.66  900.02      172  |timelim     1.617018e+02      --  5.455740e+02      -- 237.40  900.05       --  |timelim     2.881152e+02      --  5.059353e+02      --  75.60  901.18     2337  |
squfl040-080                3240    40   3280 min  2.593627e+02  2.638992e+02  |normal      2.638992e+02      --  2.638992e+02      --   0.00   59.24        0  |timelim    -3.434237e+02      --  5.919763e+02      --    inf  902.08       --  |normal               inf      --           inf      --   0.00    0.44       -- !|normal      2.636355e+02      --  2.638992e+02      --   0.10  898.57      431  |timelim     1.019160e+02      --  3.599919e+02      -- 253.22  900.04       --  |timelim     1.991601e+02      --  3.185008e+02      --  59.92  903.23     8065  |
